speech_giver,term1,term2,term3,term4,term5,term6,term7,term8,term9,term10,term11,term12,term13,term14,term15,term16,term17,term18,term19,term20,term21,term22,term23,term24,term25,term26,term27
Yusuf Ekinci,,,,,,,,,,,,,,,,,,,,Anavatan Partisi,,,,,,,
Yusuf Fevzi Arıcı,,,,,,,,,,,,,,,,Adalet Partisi,,,Adalet Partisi,Adalet Partisi,,,,,,,
Yusuf Halaçoğlu,,,,,,,,,,,,,,,,,,,,,,,,Milliyetçi Hareket Partisi,Milliyetçi Hareket Partisi,Milliyetçi Hareket Partisi,
Yusuf Hikmet Bayur,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,
Yusuf Karslıoğlu,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,,
Yusuf Kemal Tengirşenk,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Yusuf Kenan Bulutoğlu,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,
Yusuf Kenan Orer,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,
Yusuf Kenan Sönmez,,,,,,,,,,,,,,,,,,Sosyaldemokrat Halkçı Parti,,,,,,,,,
Yusuf Kâmil Aktuğ,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,,
Yusuf Kırkpınar,,,,,,,,,,,,,,,,,,,,,Milliyetçi Hareket Partisi,,,,,,
Yusuf Namoğlu,,,,,,,,,,,,,,,,,,,Anavatan Partisi,Anavatan Partisi,,,,,,,
Yusuf Nihat Berker,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,
Yusuf Pamuk,,,,,,,,,,,,,,,,,,,Anavatan Partisi,Anavatan Partisi,,,,,,,
Yusuf Salih Güngörmez,,,,,,,,,,,,,,,,,Halkçı Parti,,,,,,,,,,
Yusuf Salman,,,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,
Yusuf Selahattin Beyribey,,,,,,,,,,,,,,,,,,,,Anavatan Partisi,,Anavatan Partisi,,,,Anavatan Partisi,
Yusuf Selâhattin Gülüt,,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,
Yusuf Sezai Akdağ,,,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,
Yusuf Somer,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,
Yusuf Sıtkı Mardin,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Yusuf Uysal,,,,,,,,,,,,,,Adalet Partisi,Adalet Partisi,Adalet Partisi,,,,,,,,,,,
Yusuf Ziya Bahadınlı,,,,,,,,,,,,,Türkiye İşçi Partisi,,,,,,,,,,,,,,
Yusuf Ziya Başara,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,
Yusuf Ziya Eker,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,,
Yusuf Ziya Eraydın,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,,
Yusuf Ziya Etili,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,
Yusuf Ziya İsfendi̇yaroğlu,Cumhuriyet Halk PartisiKarahisar-I,,,,,,,,,,,,,,,,,,,,,,,,,,
Yusuf Ziya Kazancıoğlu,,,,,,,,,,,,,,,,,Halkçı Parti,,,,,,,,,,
Yusuf Ziya Koçoğlu,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,,
Yusuf Ziya Ortaç,,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,
Yusuf Ziya Tuntaş,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,,
Yusuf Ziya Turgut,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,,
Yusuf Ziya Ural,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,
Yusuf Ziya Uğur,,,,,,,,,,,,Adalet Partisi,,,,,,,,,,,,,,,
Yusuf Ziya Yağcı,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,
Yusuf Ziya YÜCEBİLGİN,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,
Yusuf Ziya Yılmaz,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,Adalet ve Kalkınma Partisi
Yusuf Ziya Zarbun,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,
Yusuf Ziya Önder,,,,,,,,,,,,,,Adalet Partisi,,,,,,,,,,,,,
Yusuf Ziya Özenci,,Cumhuriyet Halk Partisi,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,
